Product Name,Category,General Specs,Detailed Specs,Price,Product URL
"HP 255 G10 15.6"" FHD",computers/laptops,AMD Ryzen 7 7730U - 16GB RAM - 1TB SSD - Win 11 Pro - AX WiFi 6 + BT5.3 - Webcam - 1yr PB warranty,"Operating system: Windows 11 Pro
Memory: 16 GB DDR4-3200 MHz RAM
Standard memory note: Transfer rates up to 3200 MT/s.
Memory Slots: 2 SODIMM
Internal Storage: 1 TB PCIe® NVMe SSD",1368.50,https://www.pbtech.co.nz/product/NBKHNB25502I/HP-255-G10-156-FHD-AMD-Ryzen-7-7730U---16GB-RAM
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13.8"" HDR Touch Display - Win 11 Home","Processor: Snapdragon® X Plus
NPU: Qualcomm® Hexagon with 45 trillion operations per second
Graphicsa: Qualcomm® Adreno GPU
Memory and storage: 16GB LPDDR5x RAM
Removable solid-state drive (Gen 4 SSD) 256GB
Display: Surface Laptop 13.8 inch:
Touchscreen: 13.8-inch PixelSense Flow Display
Resolution: 2304 x 1536 (201 PPI)
Aspect ratio: 3:2
Contrast ratio 1400:1
Dynamic refresh rate up to 120Hz
Colour profile: sRGB and Vivid
Individually colour-calibrated display
Adaptive colour
Adaptive contrast
Auto colour management
Touch: 10-point multi-touch
Dolby Vision® IQ support
Corning ® Gorilla® Glass 5",1874.99,https://www.pbtech.co.nz/product/NBKMST70312561/Microsoft-Surface-Laptop-7th-Edition-Copilot-PC
"ASUS Zenbook 14 UM3402YAR-KP399X 14"" WQXGA AMD Ryzen 7 7730U - 16GB RAM - 512GB SSD - Win 11 Pro",computers/laptops,- 1yr warranty - AX WiFi 6E + BT5.3 - Webcam - USB-C (with PD & DP) - HDMI2.1 TMDS - MicroSD - Backlit Keyboard,"Colour: Jade Black
Operating System: Windows 11 Pro
Processor: AMD Ryzen 7 7730U Processor 2.0GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)
Graphics: AMD Radeon Graphics
Display: 14.0-inch, WQXGA (2560 x 1600) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 400nits, 100% sRGB color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)90%",1736.99,https://www.pbtech.co.nz/product/NBKASU3402399/ASUS-Zenbook-14-UM3402YAR-KP399X-14-WQXGA-AMD-Ryze
"Apple MacBook Air 13"" Laptop with M2 Chip - Starlight",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","Finish: Starlight
Chip: Apple M2 chip
8-core CPU with four performance cores and four efficiency cores
8-core GPU
16-core Neural Engine
100GB/s memory bandwidth

Media engine
Hardware-accelerated H.264, HEVC, ProRes and ProRes RAW
Video decode engine
Video encode engine
ProRes encode and decode engine",1659.00,https://www.pbtech.co.nz/product/NBKAPP313225613/Apple-MacBook-Air-13-Laptop-with-M2-Chip---Starlig
"ASUS ROG Zephyrus G14 GA403UI RTX 4070 Gaming Laptop 14"" 3K 120Hz OLED",computers/laptops,AMD Ryzen 9 8945HS - 32GB RAM - 1TB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - IR Cam - USB4 (with PD & DP) - HDMI2.1 FRL - Backlit Keyboard - 1Y Warranty,"Operating System: Windows 11 Home
Processor: AMD Ryzen 9 8945HS Processor 4GHz (24MB Cache, up to 5.2 GHz, 8 cores, 16 Threads);  AMD XDNA NPU up to 16TOPS
Graphics: NVIDIA® GeForce RTX 4070 Laptop GPU (321 AI TOPs)
ROG Boost: 1655MHz* at 90W (1605MHz Boost Clock+50MHz OC, 65W+25W Dynamic Boost)
8GB GDDR6",4522.32,https://www.pbtech.co.nz/product/NBKASU403041/ASUS-ROG-Zephyrus-G14-GA403UI-RTX-4070-Gaming-Lapt
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 8GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"CPU: Intel Core i5-12450H
OS: Windows 11 Home
DISPLAY: 15.6"" FHD (1920x1080), 144Hz, IPS-Level
GRAPHICS: NVIDIA® GeForce RTX 2050 Laptop GPU 4GB GDDR6
Up to 1170MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost. *May vary by scenario",1399.00,https://www.pbtech.co.nz/product/NBKMSI121425/MSI-Thin-15-B12UCX-1425NZ-RTX-2050-Gaming-Laptop-1
"HP Probook 460 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 7 155U - 32GB RAM - 1TB SSD - Win 11 Pro - 1Y Onsite Warranty,"Operating system: Windows 11 Pro
Processor: Intel® Core Ultra 7 155U (up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads)
Memory: 32 GB DDR5-5600 MHz RAM (2 x 16 GB)
Internal Storage: 1TB PCIe® NVMe SSD
Graphics (integrated): Intel® Graphics",2288.50,https://www.pbtech.co.nz/product/NBKHNB460110BSS/HP-Probook-460-G11-Business-Laptop-16-WUXGA-Intel
"MSI Thin 15 B12UC-1457NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"CPU: Intel Core i5-12450H
OS: Windows 11 Home
DISPLAY: 15.6"" FHD (1920x1080), 144Hz, IPS-Level
GRAPHICS: NVIDIA® GeForce RTX 3050 Laptop GPU 4GB GDDR6 128-bit
Up to 1172.5MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost. *May vary by scenario",1548.99,https://www.pbtech.co.nz/product/NBKMSI121457/MSI-Thin-15-B12UC-1457NZ-RTX-3050-Gaming-Laptop-15
"HP Remanufactured Chromebook 14A-NA0702DS 14"" HD Intel Celeron N4120 - 4GB RAM - 128GB eMMC",computers/laptops,- ChromeOS - 1yr warranty - AC WiFi 5 + BT5 - Webcam,"Operating system: ChromeOS
Memory: 4 GB LPDDR4-2400 MHz RAM (onboard)
Internal Storage: 128 GB eMMC
Processor: Intel® Celeron® N4120 (up to 2.6 GHz burst frequency, 4 MB L2 cache, 4 cores, 4 threads)
Chipset: Intel® Integrated SoC",391.00,https://www.pbtech.co.nz/product/NBKHNB140702IR/HP-Remanufactured-Chromebook-14A-NA0702DS-14-HD-In
"HP ProBook 440 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 5-125U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"Operating system: Windows 11 Pro
Processor: Intel® Core Ultra 5 125U (up to 4.3 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads)
Memory: 16 GB DDR5-5600 MHz RAM (1 x 16 GB)
Internal Storage: 256 GB PCIe® NVMe SSD
Graphics (integrated): Intel® Graphics",1605.40,https://www.pbtech.co.nz/product/NBKHNB6226890/HP-ProBook-440-G11-Business-Laptop-14-WUXGA-Intel
Microsoft Surface Pro (11th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","Processor: Snapdragon® X Plus
NPU: Qualcomm® Hexagon with 45 trillion operations per second
Graphics: Qualcomm® Adreno GPU
Memory and storage: 16GB LPDDR5x RAM
Removable solid-state drive (Gen 4 SSD) 512GB
Display: LCD display:
Touchscreen: 13 inch PixelSense Flow display
Resolution: 2880 x 1920 (267 PPI)
Aspect ratio: 3:2
Contrast ratio: 1200:1
Dynamic refresh rate: up to 120 Hz
Colour profile: sRGB and Vivid
Individually colour-calibrated display
Adaptive colour
Adaptive contrast
Auto colour management
Touch: 10-point multi-touch
Dolby Vision IQ
Corning® Gorilla® Glass 5",2428.00,https://www.pbtech.co.nz/product/TABMST111151211/Microsoft-Surface-Pro-11th-Edition-Copilot-PC---Pl
"ASUS ROG Zephyrus G16 GU605MI RTX 4070 Gaming Laptop 16"" WQXGA 240Hz",computers/laptops,Intel Core Ultra 7-155H - 32GB RAM - 1TB SSD - Win 11 Home - 2Y Warranty,"Operating System: Windows 11 Home
Processor: Intel® Core Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU
Graphics: NVIDIA® GeForce RTX 4070 Laptop GPU
ROG Boost: 2105MHz* at 105W (2055MHz Boost Clock+50MHz OC, 85W+20W Dynamic Boost)
8GB GDDR6",5298.99,https://www.pbtech.co.nz/product/NBKASU605223/ASUS-ROG-Zephyrus-G16-GU605MI-RTX-4070-Gaming-Lapt
"ASUS Vivobook Go 15 L510KA 15.6"" FHD",computers/laptops,Intel Pentium Silver N6000 - 8GB RAM - 256GB SSD - Win 11 Home S Mode - AC WiFi 5 + BT5.1 - Webcam - HDMI1.4,"Operating System: Windows 11 Home in S Mode
Processor: Intel® Pentium® Silver N6000 Processor 1.1 GHz (4M Cache, up to 3.3 GHz, 4 cores)
Graphics: Intel® HD Graphics
Display: 15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, 200nits, 45% NTSC color gamut, (Screen-to-body ratio)84%
Memory: 8GB DDR4 on board",667.00,https://www.pbtech.co.nz/product/NBKASU510599/ASUS-Vivobook-Go-15-L510KA-156-FHD-Intel-Pentium-S
"ASUS TUF Gaming A15 TUF507NUR 15.6"" FHD 144Hz RTX 4050 Gaming Laptop",computers/laptops,AMD Ryzen 7 7435HS - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5.3 - Webcam - USB-C (with DP) - HDMI2.1 TMDS - RJ45 - 1Y Warranty,"Operating System: Windows 11 Home
Processor: AMD Ryzen 7 7435HS Mobile Processor 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)
Graphics: NVIDIA® GeForce RTX 4050 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 6GB GDDR6
Display: 15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync",1997.39,https://www.pbtech.co.nz/product/NBKASU50779/ASUS-TUF-Gaming-A15-TUF507NUR-156-FHD-144Hz-RTX-40
Microsoft Surface Pro (11th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","Processor: Snapdragon® X Plus
NPU: Qualcomm® Hexagon with 45 trillion operations per second
Graphics: Qualcomm® Adreno GPU
Memory and storage: 16GB LPDDR5x RAM
Removable solid-state drive (Gen 4 SSD) 256GB
Display: LCD display:
Touchscreen: 13 inch PixelSense Flow display
Resolution: 2880 x 1920 (267 PPI)
Aspect ratio: 3:2
Contrast ratio: 1200:1
Dynamic refresh rate: up to 120 Hz
Colour profile: sRGB and Vivid
Individually colour-calibrated display
Adaptive colour
Adaptive contrast
Auto colour management
Touch: 10-point multi-touch
Dolby Vision IQ
Corning® Gorilla® Glass 5",1874.99,https://www.pbtech.co.nz/product/TABMST111125611/Microsoft-Surface-Pro-11th-Edition-Copilot-PC---Pl
"MSI Modern 14 F13MG-014NZ 14"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3,"OS: Windows 11 Home
CPU: 13th Gen Intel® Core i7-1355U Processor
Display: 14.0"" FHD (1920x1080), IPS-Level
Graphics: Intel® Iris® Xe graphics
Memory: 16GB DDR4-3200 (2x8GB)",1399.00,https://www.pbtech.co.nz/product/NBKMSI1413014/MSI-Modern-14-F13MG-014NZ-14-FHD-Laptop-Intel-Core
"HP ZBook Power G11 Mobile Workstation 16"" FHD Touch",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - RTX A2000 Ada - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - IR Webcam - 3Y NBD Onsite Warranty,"Operating system: Windows 11 Pro
Processor family: Intel® Core Ultra 7 processor
Processor: Intel® Core Ultra 7 155H (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 16 cores, 22 threads) 1 2
Chipset: Intel® integrated SoC
Graphics: Discrete,NVIDIA RTX 2000 Ada Generation Laptop GPU (8 GB GDDR6 dedicated)",3537.50,https://www.pbtech.co.nz/product/NBKHNB161112/HP-ZBook-Power-G11-Mobile-Workstation-16-FHD-Touch
"HP Chromebook 11 G10 11.6"" HD",computers/laptops,Intel N100 - 4GB RAM - 32GB eMMC - ChromeOS - 1Y Warranty - AX WiFi 6E + BT5.3 - Webcam - USB C (PD & DP),"Display: 29.5 cm (11.6"") diagonal, HD (1366 x 768), anti-glare, 250 nits, 50% NTSC
Operating System: ChromeOS
Processor: Intel Processor N100 (up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB L3 cache, 4 cores, 4 threads)
Memory: 4 GB LPDDR5-6400 MHz RAM (onboard)
Storage: 32 GB eMMC storage",402.50,https://www.pbtech.co.nz/product/NBKHNB111001/HP-Chromebook-11-G10-116-HD-Intel-N100---4GB-RAM
"ASUS Vivobook Go 15 15.6"" FHD Intel Core i3-N305 - 8GB RAM - 512GB SSD - Win 11 Home S Mode",computers/laptops,- AX WiFi 6E + BT5.3 - Webcam - USB-C - HDMI1.4 - FPR - 1Y Warranty,"Color: Mixed Black
Operating System: Windows 11 Home in S Mode
Processor: Intel® Core i3-N305 Processor 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)
Graphics: Intel® UHD Graphics
Display: 15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)84%",822.25,https://www.pbtech.co.nz/product/NBKASU504351/ASUS-Vivobook-Go-15-156-FHD-Intel-Core-i3-N305---8
"Apple Macbook Pro 14"" Laptop with M4 Chip - Silver",computers/laptops,16GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 14-inch Liquid Retina XDR Display 70W USB-C Power Adapter,"Chip: Apple M4 chip
10-core CPU with four performance cores and six efficiency cores
10-core GPU
Hardware-accelerated ray tracing
16-core Neural Engine
120GB/s memory bandwidth

Media Engine
Hardware-accelerated H.264, HEVC, ProRes and ProRes RAW
Video decode engine
Video encode engine
ProRes encode and decode engine
AV1 decode",2838.99,https://www.pbtech.co.nz/product/NBKAPP144151212/Apple-Macbook-Pro-14-Laptop-with-M4-Chip---Silver
"HP ProBook 460 G11 Business Laptop 16"" WUXGA Touch",computers/laptops,Intel Core Ultra 7 155H - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"Operating system: Windows 11 Pro
Processor: Intel® Core Ultra 7 155H (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 16 cores, 22 threads)
Memory: 16 GB DDR5-5600 MHz RAM (1 x 16 GB)
Internal Storage: 512 GB PCIe® NVMe SSD
Graphics (integrated): Intel® Arc Graphics",1999.85,https://www.pbtech.co.nz/product/NBKHNB6226901/HP-ProBook-460-G11-Business-Laptop-16-WUXGA-Touch
"ASUS Vivobook 15 OLED D1505YA 15.6"" 2.8K 120Hz",computers/laptops,AMD Ryzen 7 7730U - 40GB RAM - 512GB SSD - Win 11 Home - AC WiFi 5 + BT5.1 - Webcam - USB-C (with PD) - HDMI1.4 - 1Y Warranty,"Operating System: Windows 11 Home
Processor: AMD Ryzen 7 7730U Processor 2.0GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)
Graphics: AMD Radeon Graphics
Display: 15.6-inch, 2.8K (2880 x 1620) OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, DCI-P3: 100%, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 65% less harmful blue light, - (Screen-to-body ratio)86%",1608.85,https://www.pbtech.co.nz/product/NBKASU1505326B/ASUS-Vivobook-15-OLED-D1505YA-156-28K-120Hz-AMD-Ry
"Apple MacBook Air 13"" Laptop with M3 Chip - Midnight",computers/laptops,"16GB RAM - 512GB SSD - 8-Core CPU -10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","Apple M3 chip: 8-core CPU with four performance cores and four efficiency cores
10-core GPU
Hardware-accelerated ray tracing
16-core Neural Engine
100GB/s memory bandwidth
Media Engine: Hardware-accelerated H.264, HEVC, ProRes and ProRes RAW
Video decode engine
Video encode engine
ProRes encode and decode engine
AV1 decode engine",2155.00,https://www.pbtech.co.nz/product/NBKAPP213351224/Apple-MacBook-Air-13-Laptop-with-M3-Chip---Midnigh
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"CPU: Intel Core i5-12450H
OS: Windows 11 Home
DISPLAY: 15.6"" FHD (1920x1080), 144Hz, IPS-Level
GRAPHICS: NVIDIA® GeForce RTX 2050 Laptop GPU 4GB GDDR6
Up to 1170MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost. *May vary by scenario",1598.99,https://www.pbtech.co.nz/product/NBKMSI121425C/MSI-Thin-15-B12UCX-1425NZ-RTX-2050-Gaming-Laptop-1
"HP Victus 15-fa0004TX RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"Operating system: Windows 11 Home
Processor family: 12th Generation Intel® Core i5 processor
Processor: Intel® Core i5-12450H (up to 4.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads)
Chipset: Intel® Integrated SoC
Graphics (discrete): NVIDIA® GeForce RTX 3050 Laptop GPU (4 GB GDDR6 dedicated)",1414.71,https://www.pbtech.co.nz/product/NBKHNB150004/HP-Victus-15-fa0004TX-RTX-3050-Gaming-Laptop-156-F
